Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Países de ingreso mediano bajo,LMC,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,16.73243164,16.85106263,16.94194708,16.92895023,16.89946807,16.93418708,16.97765183,17.03415245,17.02216186,,,
Ingreso mediano y bajo,LMY,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,10.93556834,10.97898226,11.07777879,11.10470685,11.09689006,11.12985363,11.17295787,11.25242857,11.24795233,,,
Lesotho,LSO,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,10.60606061,10.14492754,9.265480896,8.171936759,8.969038208,7.213438735,11.5942029,13.63636364,14.14031621,,,
avanzada del dividendo demográfico,LTE,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,9.01067485,9.03026706,9.040061553,9.058614053,9.054642463,9.083031142,9.08886741,9.199999609,9.205324265,,,
Lituania,LTU,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,33.9433586,34.87411048,36.06758784,36.54567212,37.5131684,34.66719872,34.20708151,33.58343577,33.7697589,,,
Luxemburgo,LUX,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,25.49382716,25.56378601,25.74485597,25.69958848,25.7654321,25.8436214,25.45679012,25.53004115,25.56131687,,,
Letonia,LVA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,18.84640103,18.61736334,18.94499839,19.42434475,19.45606695,19.79398036,20.7340631,20.76960232,20.85682074,,,
"Región Administrativa Especial de Macao, China",MAC,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,,,,,,,,,,,,
Isla de San Martín (parte francesa),MAF,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,,,,,,,,,,,,
Marruecos,MAR,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,17.31861976,17.48554784,18.03047278,18.21196505,17.03136903,16.79879005,16.87138696,16.75464934,16.75464934,,,
Mónaco,MCO,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,,,,,,,,,,,,
República de Moldova,MDA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,55.19025875,55.12937595,55.20389531,55.23114355,52.55474453,52.70681265,52.85888078,52.84280936,51.13835057,,,
Madagascar,MDG,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,5.158716511,5.156455453,5.156455453,5.156411138,5.156411138,5.156411138,5.156411138,5.156411138,5.156411138,,,
Maldivas,MDV,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,13,13,13,13,13,13,13,13,13,,,
Oriente Medio y Norte de África,MEA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,4.627830253,4.626133555,4.641077546,4.629187368,4.617428022,4.627106967,4.613340458,4.629011586,4.633403888,,,
México,MEX,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,11.07384449,10.91026004,10.34285861,10.13657759,9.834100671,10.60263896,11.40307107,12.29712698,12.29712698,,,
Islas Marshall,MHL,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,,,
 Ingreso mediano,MIC,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,11.43643236,11.47003001,11.51007381,11.51831772,11.50112663,11.53773651,11.58179294,11.67924398,11.67106713,,,
Macedonia del Norte,MKD,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,16.41554322,16.41554322,16.41554322,16.37589215,16.33624108,16.41554322,16.49484536,16.53449643,16.5741475,,,
Malí,MLI,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,5.131168097,5.622894795,5.622894795,5.254099771,5.254099771,5.254099771,5.254099771,5.254099771,5.254099771,,,
Malta,MLT,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,28.375,28.375,28.125,28.03125,28.03125,28.03125,28.34375,28.34375,28.34375,,,
Myanmar,MMR,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,16.54930655,16.51027874,16.46023119,16.49415079,16.56152386,16.7406748,16.76364305,16.94511252,16.97375879,,,
Oriente Medio y Norte de África (excluido altos ingresos),MNA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,5.595027589,5.595455766,5.621059612,5.611436893,5.552054325,5.556544679,5.539989855,5.553409695,5.558992731,,,
Montenegro,MNE,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,12.78810409,12.86245353,12.78810409,0.579925651,0.649070632,0.646840149,0.669144981,0.68401487,0.68401487,,,
Mongolia,MNG,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,0.79561137,0.831509565,0.849084232,0.828278277,0.844962538,0.852853039,0.849796379,0.849385399,0.852397327,,,
Mariana,MNP,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,,,
Mozambique,MOZ,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,,,
Mauritania,MRT,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,0.436596488,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,,,
Mauricio,MUS,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,39.408867,38.42364532,37.43842365,36.94581281,36.94581281,36.94581281,36.94581281,36.94581281,36.94581281,,,
Malawi,MWI,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,39.24480272,38.18413237,38.18413237,38.18413237,38.18413237,38.18413237,38.18413237,38.18413237,38.18413237,,,
Malasia,MYS,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,2.600213057,2.634606605,2.6431289,2.443159336,2.447116116,2.511976868,2.514077005,2.514077005,2.514077005,,,
América del Norte,NAC,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,10.78800362,10.69102941,10.62999612,10.67388157,10.71776702,10.76170216,10.8055324,10.83450597,10.84433313,,,
Namibia,NAM,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,,,
Nueva Caledonia,NCL,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,0.371991247,0.355579869,0.328446389,0.328227571,0.328227571,0.326586433,0.326586433,0.326586433,0.326586433,,,
Níger,NER,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,11.92073893,12.31546538,12.55230126,13.26280887,13.26280887,13.26280887,13.81542591,13.97331649,13.97331649,,,
Nigeria,NGA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,36.23307751,37.33104955,38.4290216,37.33104955,37.33104955,37.33104955,37.33104955,37.33104955,37.33104955,,,
Nicaragua,NIC,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,12.72228685,12.48961276,12.73059664,12.49792255,12.49792255,12.49792255,12.49792255,12.49792255,12.49792255,,,
Países Bajos,NLD,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,30.31722502,29.83392645,29.98220641,30.82220243,31.01810626,30.94743095,30.53163053,30.7989308,30.32373032,,,
Noruega,NOR,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,2.260406742,2.239598734,2.22289757,2.212379906,2.213536817,2.210190457,2.204933356,2.195123528,2.19992531,,,
Nepal,NPL,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,15.20753401,15.08685037,14.77502616,14.74712243,14.74502965,14.74502965,14.74502965,14.74502965,14.74502965,,,
Nauru,NRU,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,,,,,,,,,,,,
Nueva Zelandia,NZL,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,1.89510463,1.788766093,1.933082678,2.077399263,2.240704873,1.815350727,2.054612434,1.864722191,1.864722191,,,
Miembros OCDE,OED,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,10.40236686,10.48980278,10.44173437,10.40437787,10.43159628,10.45222429,10.47391041,10.66903196,10.64785427,,,
Omán,OMN,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,0.11082391,0.119224556,0.108885299,0.12180937,0.121163166,0.168529887,0.181292407,0.223909532,0.247689822,,,
Otros Estados pequeos,OSS,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,2.098296154,2.11494284,2.078644492,1.982022731,2.060045214,1.983478173,2.050596445,2.079206873,2.092628923,,,
Pakistán,PAK,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,38.12525944,39.04628477,39.22789539,39.52625571,39.48733914,39.43545039,40.20080946,40.48619759,39.5742528,,,
Panamá,PAN,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,7.652542373,7.600215227,7.600215227,7.600215227,7.62277388,7.62277388,7.62277388,7.62277388,7.616916295,,,
Perú,PER,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,3.19140625,3.1484375,3.246875,3.27734375,2.8125,2.46484375,2.740625,2.725,2.679453125,,,
Filipinas,PHL,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,17.77509474,18.27816346,18.71415635,18.74769427,18.74769427,18.74769427,18.74769427,18.74769427,18.74769427,,,
Palau,PLW,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,0.652173913,0.652173913,0.652173913,0.652173913,0.652173913,0.652173913,0.652173913,0.652173913,0.652173913,,,
Papua Nueva Guinea,PNG,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,0.662456388,0.662456388,0.662456388,0.662456388,0.662456388,0.662456388,0.662456388,0.662456388,0.662456388,,,
Polonia,POL,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,35.3565365,36.24073409,35.67696427,35.24378694,35.69025768,35.5563539,35.29181227,35.62167282,35.95714799,,,
previa al dividendo demográfico,PRE,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,8.783911381,9.157070005,9.58958259,9.667299452,9.716950336,9.720768442,9.74954237,9.732790249,9.732996525,,,
Puerto Rico,PRI,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,5.546786922,5.896279594,6.211950395,6.11048478,6.009019166,5.907553551,5.806087937,5.704622322,5.659526494,,,
"Corea, República Popular Democrática de",PRK,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,19.93189934,19.51665144,19.51665144,19.51665144,19.51665144,19.51665144,19.51665144,19.51665144,19.51665144,,,
Portugal,PRT,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,12.52942461,12.30232558,12.27011682,12.42844293,11.98758591,11.68007196,10.72237942,10.30514947,10.03410272,,,
Paraguay,PRY,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,10.00503398,10.37503146,10.97407501,11.28618173,11.73672288,12.25270576,11.73923987,11.71155298,11.91542915,,,
Ribera Occidental y Gaza,PSE,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,7.259136339,7.225913621,7.66611321,9.136212625,10.63122924,8.441860414,8.441860414,,,,,
Estados pequeos de las Islas del Pacfico,PSS,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,3.730319564,3.792673422,3.886204209,3.948558067,4.02650039,4.111613406,4.112236945,4.112236945,4.112236945,,,
posterior al dividendo demográfico,PST,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,11.31905901,11.45091711,11.43332863,11.41980017,11.4592122,11.43525219,11.41861542,11.4527395,11.43781528,,,
Polinesia Francesa,PYF,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,0.683060109,0.683060109,0.683060109,0.683060109,0.683060109,0.683060109,0.683060109,0.683060109,0.710227273,,,
Qatar,QAT,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,1.182601206,1.060292851,1.161068045,1.326442722,1.314186249,1.331592689,1.244560487,1.218450827,1.218450827,,,
Rumania,ROU,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,39.75657466,39.07981057,38.24884793,38.02112768,38.15194715,38.15194715,37.30006954,37.13056328,37.75208623,,,
Federación de Rusia,RUS,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,7.428098287,7.428098287,7.428098287,7.428098287,7.428098287,7.428098287,7.428098287,7.428098287,7.428098287,,,
Rwanda,RWA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,45.55816782,46.26834212,46.64491285,47.9327118,46.59505472,46.68423186,46.68423186,46.68423186,46.68423186,,,
Asia meridional,SAS,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,43.06071137,43.19636883,43.1132307,43.14990621,43.14313695,43.14428728,43.26892188,43.30829064,43.17587954,,,
Arabia Saudita,SAU,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,1.479283059,1.469514209,1.449976508,1.427182524,1.595578897,1.623489899,1.617442515,1.598835181,1.598835181,,,
Sudán,SDN,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,,10.74155403,10.73698276,10.72790846,10.71899114,10.71898076,10.71962419,10.71963143,10.71966179,,,
Senegal,SEN,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,19.73718382,17.14018595,17.14018595,16.62078637,16.62078637,16.62078637,16.62078637,16.62078637,16.62078637,,,
Singapur,SGP,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,0.911680912,0.894886364,0.892351275,0.806223479,0.789844852,0.789844852,0.789844852,0.789844852,0.789844852,,,
Islas Salomón,SLB,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,0.678813862,0.678813862,0.714540907,0.714540907,0.714540907,0.714540907,0.714540907,0.714540907,0.714540907,,,
Sierra Leona,SLE,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,21.89498476,22.89595456,20.3886118,21.94028817,21.94513716,21.94513716,21.94513716,21.94513716,21.94513716,,,
El Salvador,SLV,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,31.9980695,32.43243243,33.49420849,33.25289575,34.07335907,32.38416988,33.44594595,30.74324324,30.26061776,,,
San Marino,SMR,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,33.08333333,33.08333333,33.08333333,33.08333333,,,
Somalia,SOM,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,1.753435139,1.594031944,1.594031944,1.753435139,1.753435139,1.753435139,1.753435139,1.753435139,1.753435139,,,
Serbia,SRB,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,30.34873085,30.17951063,29.29453464,29.61696776,29.79304825,29.62497142,29.705008,29.67070661,29.53350103,,,
África al sur del Sahara (excluido altos ingresos),SSA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,8.571251009,8.912194725,9.270195585,9.328622923,9.363803095,9.365139629,9.402122041,9.397231422,9.407263861,,,
Sudán del Sur,SSD,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,,,,,,,,,,,,
África al sur del Sahara,SSF,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,8.571108632,8.912023991,9.270017974,9.328444585,9.363624061,9.364960568,9.401942247,9.397051725,9.407083965,,,
Pequeños Estados,SST,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,2.095775493,2.111499157,2.082811272,2.008906793,2.076096437,2.019671881,2.073818013,2.096662741,2.107564084,,,
Santo Tomé y Príncipe,STP,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,6.25,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,,,
Suriname,SUR,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,0.352564103,0.371794872,0.333333333,0.384615385,0.416666667,0.416666667,0.416666667,0.397435897,0.397435897,,,
República Eslovaca,SVK,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,28.94512487,28.93029446,28.95316919,28.31475628,28.26955075,28.07703507,28.01580699,27.93261231,28.03660566,,,
Eslovenia,SVN,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,9.162521964,9.150699891,9.118571209,9.183714002,9.138033764,9.146783434,9.148048853,9.136909639,9.027432908,,,
Suecia,SWE,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,6.406882098,6.370327046,6.390239112,6.382874257,6.366158454,6.348972527,6.32343915,6.294959613,6.260587759,,,
Eswatini,SWZ,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,10.1744186,10.1744186,10.1744186,10.1744186,10.1744186,10.1744186,10.1744186,10.1744186,10.1744186,,,
Sint Maarten (Dutch part),SXM,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,,,,,,,,,,,,
Seychelles,SYC,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,1.956521739,0.293478261,0.304347826,0.326086957,0.326086957,0.326086957,0.326086957,0.326086957,0.326086957,,,
República Árabe Siria,SYR,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,25.52415183,25.3880085,25.4043457,25.3880085,25.3880085,25.3880085,25.3880085,25.3880085,25.3880085,,,
Islas Turcas y Caicos,TCA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,,,
Chad,TCD,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,3.33545108,3.414866582,3.692820839,3.970775095,4.129606099,4.129606099,4.129606099,4.129606099,4.129606099,,,
Asia oriental y el Pacífico (BIRF y la AIF),TEA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,12.08200783,12.04373905,12.05939866,12.06226136,12.06626773,12.13645373,12.16949226,12.24087884,12.2390529,,,
Europa y Asia central (BIRF y la AIF),TEC,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,10.93993721,10.92966949,10.92052628,10.92945759,10.94124575,10.94200537,10.92343785,10.91257791,10.91284282,,,
Togo,TGO,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,45.22890237,45.22890237,48.72219158,48.72219158,48.72219158,48.72219158,48.72219158,48.72219158,48.72219158,,,
Tailandia,THA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,30.84812778,30.84812778,32.41402259,32.90336472,32.90336472,32.90336472,32.90336472,32.90336472,32.90336472,,,
Tayikistán,TJK,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,5.336524721,5.310088597,5.277222063,5.251500429,5.25773493,5.211470567,5.148065423,5.166798761,5.056560271,,,
Turkmenistán,TKM,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,4.128274424,4.128274424,4.128274424,4.128274424,4.128274424,4.128274424,4.128274424,4.128274424,4.128274424,,,
América Latina y el Caribe (BIRF y la AIF),TLA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,7.027591451,7.091740974,7.122661501,7.158684061,7.096749668,7.196084729,7.30012014,7.618734549,7.623337752,,,
Timor-Leste,TLS,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,10.08742434,10.08742434,10.7599193,10.42367182,10.42367182,10.42367182,10.42367182,10.42367182,10.42367182,,,
Oriente Medio y Norte de África (BIRF y la AIF),TMN,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,5.593867469,5.594319106,5.61963392,5.60897957,5.548513341,5.55453316,5.537966796,5.553409695,5.558992731,,,
Tonga,TON,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,23.61111111,23.61111111,25,25,26.38888889,27.77777778,27.77777778,27.77777778,27.77777778,,,
Asia meridional (BIRF y la AIF),TSA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,43.06071137,43.19636883,43.1132307,43.14990621,43.14313695,43.14428728,43.26892188,43.30829064,43.17587954,,,
África al sur del Sahara (BIRF y la AIF),TSS,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,8.571108632,8.912023991,9.270017974,9.328444585,9.363624061,9.364960568,9.401942247,9.397051725,9.407083965,,,
Trinidad y Tobago,TTO,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,4.873294347,4.873294347,4.873294347,4.873294347,4.873294347,4.873294347,4.873294347,4.873294347,4.873294347,,,
Túnez,TUN,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,18.17070031,18.27368692,18.33161689,18.36380021,16.65808445,16.54222451,16.50360453,16.78038105,16.78038105,,,
Turquía,TUR,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,27.7847797,26.68684953,26.7362239,26.73232592,26.89474163,26.83107467,26.4828554,25.98391435,25.62659979,,,
Tuvalu,TUV,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,,,,,,,,,,,,
Tanzanía,TZA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,13.09550689,13.88575299,15.3533529,15.2404606,15.2404606,15.2404606,15.2404606,15.2404606,15.2404606,,,
Uganda,UGA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,33.66247756,34.16118093,34.41053262,34.41053262,34.41053262,34.41053262,34.41053262,34.41053262,34.41053262,,,
Ucrania,UKR,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,56.06055375,56.09852931,56.13132638,56.57840226,56.56924856,56.57787982,56.57960607,56.57517694,56.76216776,,,
Ingreso mediano alto,UMC,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,8.975124549,8.969220476,8.985640926,9.003640679,8.992277883,9.027939762,9.065587563,9.182756939,9.17635363,,,
Uruguay,URY,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,11.61581534,13.43846418,12.30145126,13.14535482,12.88881271,12.88195635,11.72323163,11.45869044,11.29528054,,,
Estados Unidos,USA,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,17.24163753,17.09356299,16.94548845,17.00516648,17.06484451,17.12451161,17.18418964,17.24385674,17.24385674,,,
Uzbekistán,UZB,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,9.807240244,9.715561824,9.623883404,9.532204984,9.506346968,9.300235366,9.286680527,9.249932476,9.225862832,,,
San Vicente y las Granadinas,VCT,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,,,
Venezuela,VEN,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,2.947678703,2.947678703,2.947678703,2.947678703,2.947678703,2.947678703,2.947678703,2.947678703,2.947678703,,,
Islas Vírgenes Británicas,VGB,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,,,
Islas Vírgenes (EE.UU.),VIR,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,,,
Viet Nam,VNM,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,20.76111846,20.76176347,20.64469313,20.71403232,20.67113878,22.58457768,22.5690973,22.53781404,22.53781404,,,
Vanuatu,VUT,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,1.640689089,1.640689089,1.640689089,1.640689089,1.640689089,1.640689089,1.640689089,1.640689089,1.640689089,,,
Mundo,WLD,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,10.53359571,10.60598359,10.66887986,10.68044517,10.6879313,10.70672438,10.76475407,10.83125176,10.82516976,,,
Samoa,WSM,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,4.240282686,5.653710247,7.067137809,8.480565371,9.893992933,11.46996466,11.48409894,11.48409894,11.48409894,,,
Kosovo,XKX,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,,,,,,,,,,,,
"Yemen, Rep. del",YEM,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,2.44521469,2.198988579,2.2804326,2.274750459,2.184972631,2.154667879,2.075496714,2.079095403,2.079095403,,,
Sudáfrica,ZAF,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,10.33146757,9.919297002,9.892093744,9.892093744,9.892093744,9.892093744,9.892093744,9.892093744,9.892093744,,,
Zambia,ZMB,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,4.573642368,4.842680154,5.111717941,4.977199048,5.111717941,5.111717941,5.111717941,5.111717941,5.111717941,,,
Zimbabwe,ZWE,Tierras cultivables (% del área de tierra),AG.LND.ARBL.ZS,10.33992504,10.85692129,10.33992504,10.33992504,10.33992504,10.33992504,10.33992504,10.33992504,10.33992504,,,
